venta_id,fecha_venta,cliente_id,producto_id,sucursal_id,canal_venta,cantidad,precio_unitario,descuento,total_venta,metodo_pago,motivo_rechazo
49413,2023-12-24,14806.0,888888.0,1,Tienda,5,5208.48,1041.7,19792.22,Tarjeta,Cliente o Producto Inexistente
49428,2026-02-15,6955.0,,8,WhatsApp,8,2655.43,2124.34,19119.1,Tarjeta,Cliente o Producto Inexistente
49431,2025-07-15,999999.0,202575.0,10,Web,8,2969.64,3563.57,20193.55,Efectivo,Cliente o Producto Inexistente
49434,2024-10-07,15794.0,,2,Web,2,2957.48,0.0,5914.96,Tarjeta,Cliente o Producto Inexistente
49514,2023-10-07,1391.0,999999.0,15,WhatsApp,5,3120.42,1560.21,14041.89,Tarjeta,Cliente o Producto Inexistente
49534,2021-11-26,,203947.0,14,Web,4,8001.56,3200.62,28805.62,Transferencia,Cliente o Producto Inexistente
49561,2025-02-02,999999.0,200302.0,3,Web,4,1913.95,382.79,7273.01,Transferencia,Cliente o Producto Inexistente
49575,2026-05-23,7100.0,,8,Web,8,4271.51,5125.81,29046.27,Transferencia,Cliente o Producto Inexistente
49602,2024-12-17,20594.0,888888.0,12,Web,5,4271.24,3203.43,18152.77,Transferencia,Cliente o Producto Inexistente
49621,2023-12-24,,203017.0,11,Web,0,4713.21,1413.96,12725.67,Transferencia,Cliente o Producto Inexistente
49633,2022-12-10,777777.0,888888.0,10,Tienda,4,235.87,94.35,849.13,Efectivo,Cliente o Producto Inexistente
49672,2023-03-06,25742.0,999999.0,5,Web,5,8088.71,4044.36,36399.19,Deposito,Cliente o Producto Inexistente
49722,2025-12-26,999999.0,201335.0,12,WA,5,5055.02,0.0,25275.1,Tarjeta,Cliente o Producto Inexistente
49723,2021-03-18,4325.0,,19,Pagina Web,5,2547.01,636.75,12098.3,Efectivo,Cliente o Producto Inexistente
49784,2021-05-16,12075.0,999999.0,1,Web,6,8529.36,7676.42,43499.74,Efectivo,Cliente o Producto Inexistente
49804,2024-05-30,777777.0,202720.0,10,Web,2,10155.0,0.0,20310.0,Tarjeta,Cliente o Producto Inexistente
49809,2023-04-10,26403.0,999999.0,13,tienda,6,3088.06,2779.25,15749.11,Tarjeta,Cliente o Producto Inexistente
49823,2025-03-24,,888888.0,17,Tienda,7,2351.9,493.9,15969.4,Efectivo,Cliente o Producto Inexistente
49826,2023-02-18,999999.0,201255.0,5,Tienda,3,5557.36,1667.21,15004.87,Efectivo,Cliente o Producto Inexistente
49846,2021-02-17,10849.0,,13,Tienda,7,9447.7,1984.02,64149.88,Transferencia,Cliente o Producto Inexistente
49920,2022-02-22,6865.0,888888.0,11,WhatsApp,7,11573.43,2430.42,78583.59,Tarjeta,Cliente o Producto Inexistente
49968,2025-04-15,874.0,,1, WhatsApp ,1,11494.01,1724.1,9769.91,Tarjeta,Cliente o Producto Inexistente
49978,2026-01-26,6857.0,888888.0,16,WhatsApp,3,6961.14,626.5,20256.92,Efectivo,Cliente o Producto Inexistente
50014,2024-12-28,20003.0,888888.0,3,WhatsApp,1,10049.64,502.48,9547.16,Tarjeta,Cliente o Producto Inexistente
50058,2025-01-28,999999.0,203071.0,14,Web,3,1821.28,273.19,5190.65,Tarjeta,Cliente o Producto Inexistente
50059,2023-10-05,26920.0,999999.0,6,Online,3,2446.78,367.02,6973.32,Transferencia,Cliente o Producto Inexistente
50110,2023-09-29,19762.0,,20,Web,2,5025.66,1005.13,9046.19,efectivo,Cliente o Producto Inexistente
50114,2021-05-22,8526.0,,9,WhatsApp,4,217.61,87.04,783.4,Efectivo,Cliente o Producto Inexistente
50156,2023-08-29,24820.0,999999.0,13,WhatsApp,8,3608.3,0.0,28866.4,Transferencia,Cliente o Producto Inexistente
50168,2024-03-22,,202345.0,1,Web,5,4842.16,-100.0,23484.48,Transferencia,Cliente o Producto Inexistente
50222,2021-07-02,777777.0,203152.0,9,Web,5,8537.04,1280.56,41404.64,Transferencia,Cliente o Producto Inexistente
50293,2021-07-26,26344.0,999999.0,5,Web,7,2236.56,2348.39,9387.8,Transferencia,Cliente o Producto Inexistente
50330,2021-02-22,15065.0,,9,Web,6,3680.46,0.0,22082.76,Tarjeta,Cliente o Producto Inexistente
50345,2022-11-07,12007.0,888888.0,16,Web,1,4518.91,0.0,4518.91,Transferencia,Cliente o Producto Inexistente
50379,,20420.0,,15,Tienda,8,7963.14,6370.51,57334.61,Transferencia,Cliente o Producto Inexistente
50439,2023-12-24,22700.0,888888.0,2,Tienda,4,3384.43,0.0,13537.72,Visa,Cliente o Producto Inexistente
50463,2025-04-16,28578.0,999999.0,14,WhatsApp,7,373.01,391.66,2219.41,Transferencia,Cliente o Producto Inexistente
50468,2024-11-13,2902.0,999999.0,13,Web,2,155.65,0.0,311.3,Transferencia,Cliente o Producto Inexistente
50480,2023-01-24,,201005.0,18,WhatsApp,2,11012.84,660.77,21364.91,Tarjeta,Cliente o Producto Inexistente
50551,2024-07-02,4782.0,999999.0,3,Tienda,6,700.12,420.07,3780.65,Efectivo,Cliente o Producto Inexistente
50569,2023-02-14,8140.0,888888.0,2,WhatsApp,2,2236.56,223.66,4249.46,Tarjeta,Cliente o Producto Inexistente
50632,2026-04-17,,203485.0,12,Web,4,5431.3,0.0,21725.2,Efectivo,Cliente o Producto Inexistente
50660,2023-07-26,11761.0,888888.0,11,Web,8,11027.76,2646.66,85575.42,Efectivo,Cliente o Producto Inexistente
50668,2025-05-27,18891.0,,8,Web,6,10037.59,1806.77,58418.77,Tarjeta,Cliente o Producto Inexistente
50679,2024-12-16,9501.0,888888.0,7,Tienda,5,3169.59,792.4,15055.55,Transferencia,Cliente o Producto Inexistente
50707,2025-01-04,27671.0,888888.0,1,WhatsApp,6,6020.56,1083.7,35039.66,Tarjeta,Cliente o Producto Inexistente
50741,2023-05-01,12731.0,888888.0,3,WhatsApp,3,5960.72,894.11,16988.05,Transferencia,Cliente o Producto Inexistente
50751,2024-01-19,999999.0,201655.0,17,Web,8,1113.63,445.45,8463.59,Efectivo,Cliente o Producto Inexistente
50778,2021-01-02,,200720.0,20,WhatsApp,2,3315.92,331.59,6300.25,Tarjeta,Cliente o Producto Inexistente
50793,2024-04-24,999999.0,200141.0,6,Tienda,1,2496.16,249.62,2246.54,Transferencia,Cliente o Producto Inexistente
50817,2023-11-11,9408.0,,19,Tienda,6,4016.88,0.0,24101.28,Transferencia,Cliente o Producto Inexistente
50862,2023-04-04,,203975.0,20,WhatsApp,2,7288.6,1457.72,13119.48,Tarjeta,Cliente o Producto Inexistente
50906,2022-03-05,20866.0,999999.0,17,Web,2,7605.04,2281.51,12928.57,Efectiv,Cliente o Producto Inexistente
50909,2024-06-23,,203984.0,4,Web,5,6416.54,962.48,31120.22,Transferencia,Cliente o Producto Inexistente
51040,2023-12-26,5188.0,999999.0,18,WhatsApp,6,8681.95,5209.17,46882.53,Transferencia,Cliente o Producto Inexistente
51051,2026-05-28,26820.0,999999.0,15,Online,7,225.91,237.21,1344.16,Efectivo,Cliente o Producto Inexistente
51064,2023-12-04,7823.0,,4,WA,6,4269.32,2561.59,23054.33,Efectivo,Cliente o Producto Inexistente
51086,2024-11-07,10883.0,,2,WhatsApp,5,8404.83,4202.41,37821.74,Efectivo,Cliente o Producto Inexistente
51090,2021-10-15,,203709.0,17,WhatsApp,7,1176.38,0.0,8234.66,Transferencia,Cliente o Producto Inexistente
51137,2026-01-07,22174.0,888888.0,10,Web,5,11304.92,2826.23,53698.37,Tarjet,Cliente o Producto Inexistente
51144,2024-10-13,27309.0,,18,WhatsApp,6,7599.64,2279.89,43317.95,Efectivo,Cliente o Producto Inexistente
51157,2025-01-17,20913.0,,5,Tienda,8,5557.36,0.0,44458.88,Efectivo,Cliente o Producto Inexistente
51163,2021-07-05,,201428.0,8,WhatsApp,6,5710.91,3426.55,30838.91,Efectivo,Cliente o Producto Inexistente
51182,2022-07-22,1286.0,,11,Web,8,3240.15,3888.18,22033.02,Transferencia,Cliente o Producto Inexistente
51192,2023-04-16,999999.0,202540.0,6,Tienda,4,497.33,298.4,1690.92, cash ,Cliente o Producto Inexistente
51202,2021-02-05,705.0,,4,Tienda,7,1515.29,0.0,10607.03,Efectivo,Cliente o Producto Inexistente
51203,2021-01-10,14290.0,,12,Web,6,7532.81,0.0,45196.86,Efectivo,Cliente o Producto Inexistente
51236,2025-09-20,777777.0,200801.0,4,WhatsApp,1,3813.59,-100.0,3432.23,Efectivo,Cliente o Producto Inexistente
51343,2023-11-03,21700.0,999999.0,15,Web,1,4891.03,244.55,4646.48,Efectivo,Cliente o Producto Inexistente
51485,2026-08-05,17224.0,999999.0,18,Web,6,5028.31,-25.0,29264.76,Tarjeta,Cliente o Producto Inexistente
51511,2022-09-28,,201994.0,9,Web,4,2001.02,0.0,8004.08,Efectivo,Cliente o Producto Inexistente
51518,2022-01-19,777777.0,200363.0,8,WhatsApp,7,7588.35,1593.55,51524.9,Transferencia,Cliente o Producto Inexistente
51525,2025-06-23,999999.0,203685.0,17,Web,5,6776.5,3388.25,30494.25,Efectivo,Cliente o Producto Inexistente
51547,2025-05-18,14008.0,999999.0,15,WhatsApp,8,10404.58,12485.5,70751.14,Tarjeta,Cliente o Producto Inexistente
51562,2026-01-20,,204015.0,3,Web,1,4714.48,0.0,4714.48,Tarjeta,Cliente o Producto Inexistente
51583,2023-02-22,,201243.0,5,Tienda,3,7237.58,1085.64,20627.1,Efectivo,Cliente o Producto Inexistente
51603,2025-03-19,4617.0,888888.0,20,Sitio,6,1487.89,267.82,8659.52,Transferencia,Cliente o Producto Inexistente
51613,2024-11-15,8120.0,,3,WEB,1,6183.95,0.0,6183.95,Transferencia,Cliente o Producto Inexistente
51618,2024-08-13,24588.0,,4,Tienda,3,5529.98,829.5,15760.44,Transferenci,Cliente o Producto Inexistente
51633,2022-06-07,,203495.0,19,Tienda,2,2031.66,609.5,3453.82,Credito,Cliente o Producto Inexistente
51637,2022-11-08,777777.0,200440.0,8,WhatsApp,2,9953.57,597.21,19309.93,Tarjeta,Cliente o Producto Inexistente
51673,2024-07-17,9294.0,888888.0,20,Tienda,4,1790.75,358.15,6804.85,Transferencia,Cliente o Producto Inexistente
51721,2025-12-10,15845.0,,2,Web,4,9638.28,1156.59,37396.53, cash ,Cliente o Producto Inexistente
51774,2025-12-13,,202253.0,9,Web,4,10228.81,4091.52,36823.72, TC ,Cliente o Producto Inexistente
51793,2022-06-02,,201429.0,20,Web,2,1954.36,390.87,3517.85,Efectivo,Cliente o Producto Inexistente
51796,2026-03-13,7961.0,888888.0,5,Web,1,9430.23,943.02,8487.21,Tarjeta,Cliente o Producto Inexistente
51821,2022-12-09,13388.0,,17,WhatsApp,6,576.84,519.16,2941.88,Transferencia,Cliente o Producto Inexistente
51823,2025-08-01,22693.0,,16,WhatsApp,3,7675.3,3453.89,19572.01,Tarjeta,Cliente o Producto Inexistente
51830,2025-08-15,,203877.0,4,Web,1,7880.26,788.03,7092.23,Visa,Cliente o Producto Inexistente
51835,2025-01-28,10696.0,888888.0,12,WhatsApp,7,2085.81,0.0,14600.67,Tarjeta,Cliente o Producto Inexistente
51844,2025-02-02,19145.0,,8,WhatsApp,4,2443.23,977.29,8795.63,Tarjeta,Cliente o Producto Inexistente
51869,2024-05-24,16691.0,,5,We,5,7575.59,5681.69,32196.26,Efectivo,Cliente o Producto Inexistente
51922,2025-04-19,7488.0,,9,Web,8,3941.85,3153.48,28381.32,Efectivo,Cliente o Producto Inexistente
51928,2024-04-05,6721.0,888888.0,10,Tienda,1,3310.0,0.0,3310.0,Transferencia,Cliente o Producto Inexistente
51936,2022-04-13,,200753.0,17,Tienda,8,2464.27,591.42,19122.74,Efectivo,Cliente o Producto Inexistente
51965,2025-05-12,19314.0,888888.0,20,Tienda,8,5114.47,0.0,29191.89,Efectivo,Cliente o Producto Inexistente
51997,2024-11-24,8062.0,,11,Tienda,8,6637.55,1593.01,51507.39,Transferencia,Cliente o Producto Inexistente
52133,2022-10-27,10312.0,888888.0,4,WhatsApp,2,217.61,13.06,422.16,Tarjeta,Cliente o Producto Inexistente
52144,2024-01-19,3125.0,,1,WhatsAp,6,3993.59,1198.08,22763.46,Efectivo,Cliente o Producto Inexistente
52155,2023-10-07,2633.0,,12,Tienda,7,101.64,21.34,690.14,Efectivo,Cliente o Producto Inexistente
52208,2022-12-31,16729.0,,13,WhatsApp,3,1357.57,0.0,4072.71,Efectivo,Cliente o Producto Inexistente
52244,2026-04-01,21778.0,,6,Web,5,8314.89,0.0,41574.45,Efectivo,Cliente o Producto Inexistente
52245,2025-03-28,777777.0,203160.0,13,Tienda,8,9271.15,3708.46,70460.74,Tarjeta,Cliente o Producto Inexistente
52277,2022-11-03,27205.0,,7,Tienda,4,3069.39,0.0,12277.56,Efectivo,Cliente o Producto Inexistente
52346,2025-05-11,13006.0,,3,Tienda,4,3104.75,1862.85,10556.15,Tarjeta,Cliente o Producto Inexistente
52367,2026-02-03,,203776.0,18,Web,5,7743.69,1161.55,37556.9,tarjeta,Cliente o Producto Inexistente
52386,2026-04-26,22239.0,888888.0,14,WhatsApp,5,5682.42,0.0,28412.1,Efectivo,Cliente o Producto Inexistente
52392,2026-05-17,,203533.0,15,Pagina Web,3,8640.72,1296.11,24626.05,Efectivo,Cliente o Producto Inexistente
52460,2024-08-22,,200870.0,16,Online,3,5047.0,454.23,14686.77,Tarjeta,Cliente o Producto Inexistente
52555,,999999.0,200103.0,2,Web,4,4319.74,1727.9,15551.06,Deposito,Cliente o Producto Inexistente
52563,2023-08-13,16835.0,888888.0,7,WhatsApp,5,1560.25,780.12,7021.13,Transferencia,Cliente o Producto Inexistente
52565,2023-10-20,19640.0,,10,WhatsApp,3,2284.41,0.0,6853.23,Tarjeta,Cliente o Producto Inexistente
52594,2025-02-15,27188.0,,9,Tienda,6,3818.96,687.41,22226.35,Mastercard,Cliente o Producto Inexistente
52614,2025-04-20,266.0,,16,WhatsApp,2,4676.02,0.0,9352.04,Tarjeta,Cliente o Producto Inexistente
52619,2025-06-17,999999.0,200359.0,18,WhatsApp,7,4176.47,0.0,29235.29,Transferencia,Cliente o Producto Inexistente
52623,2021-02-16,1558.0,888888.0,15,tienda,6,513.49,154.05,2926.89,Efectivo,Cliente o Producto Inexistente
52628,2022-09-08,12176.0,,1,Web,6,11197.1,10077.39,57105.21,Tarjeta Crédito,Cliente o Producto Inexistente
52642,2025-03-23,,203380.0,5,WhatsApp,5,2592.97,0.0,12964.85,Credito,Cliente o Producto Inexistente
52643,2021-11-28,27449.0,,4,Tienda,4,4996.24,2997.74,16987.22,Transferencia,Cliente o Producto Inexistente
52682,2026-05-04,2020.0,999999.0,4,Web,2,8681.95,1736.39,15627.51,TC,Cliente o Producto Inexistente
52714,2021-12-14,,200211.0,11,WA,3,8132.64,2439.79,21958.13,Tarjeta,Cliente o Producto Inexistente
52764,2022-07-24,378.0,888888.0,5,Tienda,1,5269.99,527.0,4742.99,Transferencia,Cliente o Producto Inexistente
52786,2025-07-17,777777.0,200028.0,9,Online,8,63.79,76.55,433.77,Transferencia,Cliente o Producto Inexistente
52848,2021-01-10,999999.0,202442.0,10,Web,7,7712.96,1619.72,52371.0,Transferencia,Cliente o Producto Inexistente
52882,2025-11-18,7501.0,999999.0,18,Tienda,5,4540.02,1135.01,21565.09,Transferencia,Cliente o Producto Inexistente
52886,2024-03-19,,200876.0,11,WhatsApp,8,6065.46,7278.55,41245.13,Efectivo,Cliente o Producto Inexistente
52906,2024-10-28,999999.0,202457.0,18,Tienda,6,5632.34,1013.82,32780.22,Transferencia,Cliente o Producto Inexistente
52907,2023-07-29,19905.0,888888.0,17,WEB,2,203.7,0.0,407.4,Transferencia,Cliente o Producto Inexistente
52920,2024-04-26,777777.0,203070.0,9,WhatsApp,5,3855.32,2891.49,16385.11,Tarjeta,Cliente o Producto Inexistente
52923,2021-11-18,777777.0,202519.0,5,Web,6,2495.54,748.66,14224.58,Tarjeta,Cliente o Producto Inexistente
52998,2025-05-30,999999.0,201382.0,15,Tienda,6,5784.02,5205.62,40262.54,Efectivo,Cliente o Producto Inexistente
53010,2025-04-03,,202277.0,13,Tienda Física,2,2145.48,643.64,3647.32,Transferencia,Cliente o Producto Inexistente
53031,2026-06-02,,202161.0,16,Web,2,3339.66,200.38,6478.94,Tarjeta,Cliente o Producto Inexistente
53059,2025-08-25,8022.0,999999.0,16,Tienda,8,6572.64,0.0,52581.12, Efectivo ,Cliente o Producto Inexistente
53091,2022-02-21,,202073.0,15,Tienda,1,5323.57,0.0,5323.57,Transferencia,Cliente o Producto Inexistente
53143,2025-06-25,999999.0,200847.0,14, Web ,6,9092.17,2727.65,51825.37,Tarjeta,Cliente o Producto Inexistente
53155,2025-11-23,,201032.0,6,Web,7,6603.99,1386.84,44841.09,Transferenci,Cliente o Producto Inexistente
53171,2023-12-01,,200265.0,13,Online,5,8927.99,0.0,71423.92,TARJETA,Cliente o Producto Inexistente
53186,2022-04-15,27505.0,,3,Web,2,8730.65,2619.19,14842.11,Efectivo,Cliente o Producto Inexistente
53197,,,204099.0,14,Web,6,1010.42,909.38,5153.14,Tarjeta,Cliente o Producto Inexistente
53263,2022-05-24,8262.0,888888.0,4,Tienda,6,1736.85,1042.11,9378.99,Efectivo,Cliente o Producto Inexistente
53272,2025-12-30,9581.0,999999.0,13,Web,2,3289.2,328.92,6249.48,Efectivo,Cliente o Producto Inexistente
53289,2021-07-05,8970.0,,5,Web,3,10476.06,4714.23,26713.95,Transferencia,Cliente o Producto Inexistente
53290,2023-03-13,,202613.0,7,WA,5,3390.37,2542.78,14409.07,Efectivo,Cliente o Producto Inexistente
53365,2021-08-22,17585.0,999999.0,12,Web,8,4164.03,1665.61,31646.63,Tarjeta Crédito,Cliente o Producto Inexistente
53371,2025-07-26,17769.0,,15,WhatsApp,5,5317.3,1329.33,25257.17,Tarjeta,Cliente o Producto Inexistente
53437,2022-03-30,18938.0,,10,Web,6,7750.5,1395.09,45107.91,Transferencia,Cliente o Producto Inexistente
53485,2021-01-26,822.0,,14,Web,7,8526.59,2984.31,56701.82,Efectivo,Cliente o Producto Inexistente
53523,2026-04-29,777777.0,201138.0,19,WhatsApp,6,792.99,237.9,4520.04,Efectivo,Cliente o Producto Inexistente
53529,2021-02-12,19819.0,,18,WhatsApp,4,10343.28,2068.66,39304.46,Transferencia,Cliente o Producto Inexistente
53535,2021-06-28,,200462.0,4,Web,3,5274.43,791.16,15032.13,Tarjeta,Cliente o Producto Inexistente
53561,2022-02-20,6754.0,,5,Web,4,7797.94,3119.18,28072.58,Transferencia,Cliente o Producto Inexistente
53585,2025-03-26,1315.0,,13,Tienda,5,8709.29,1306.39,42240.06,Transferencia,Cliente o Producto Inexistente
53618,2025-01-16,,200587.0,13,Tienda,2,8310.44,2493.13,14127.75,Tarjeta,Cliente o Producto Inexistente
53619,2021-07-24,8251.0,,4,Web,4,11343.35,6806.01,38567.39,Efectivo,Cliente o Producto Inexistente
53625,2021-08-26,,204024.0,10,Sitio,3,9051.87,814.67,26340.94,Transferencia,Cliente o Producto Inexistente
53633,2022-06-07,999999.0,202419.0,18,WhatsApp,3,2888.4,0.0,8665.2,Transferencia,Cliente o Producto Inexistente
53662,2021-11-25,17900.0,,1,TIENDA,1,210.01,31.5,178.51,Transferencia,Cliente o Producto Inexistente
53704,2026-02-26,1046.0,999999.0,5,WhatsApp,6,7187.06,6468.35,36654.01,Efectivo,Cliente o Producto Inexistente
53711,2023-04-05,,201968.0,18,web,3,6329.57,0.0,18988.71,Transferencia,Cliente o Producto Inexistente
53730,2023-06-07,8243.0,888888.0,4,WhatsApp,8,2175.8,0.0,17406.4,Efectivo,Cliente o Producto Inexistente
53775,2026-02-17,20013.0,,15,Tienda,2,596.72,59.67,1133.77,Transferencia,Cliente o Producto Inexistente
53849,2022-02-17,939.0,,20,Web,6,2702.86,0.0,16217.16,Efectivo,Cliente o Producto Inexistente
53861,2025-02-12,777777.0,202840.0,8,WHATSAPP,2,566.64,113.33,1019.95,Transferencia,Cliente o Producto Inexistente
53897,2023-09-09,4595.0,,12,Tienda,2,5911.02,1182.2,10639.84,Transferencia,Cliente o Producto Inexistente
53919,2026-02-23,27030.0,,10,Web,1,6681.06,334.05,6347.01,Visa,Cliente o Producto Inexistente
53986,2022-02-15,25117.0,,6,Tienda,1,2680.17,134.01,2546.16,Tarjeta,Cliente o Producto Inexistente
54019,2022-08-20,180.0,,18,Web,8,8944.07,10732.88,60819.68,Transferencia,Cliente o Producto Inexistente
54041,2022-01-30,18685.0,,19,WA,5,6004.45,900.67,29121.58,Tarjeta,Cliente o Producto Inexistente
54100,2025-11-27,,200842.0,20,Pagina Web,0,3538.23,530.73,17160.42,Efectivo,Cliente o Producto Inexistente
54184,2025-11-18,,999999.0,12,WhatsApp,8,7196.36,0.0,57570.88,Visa,Cliente o Producto Inexistente
54190,2022-11-18,,203886.0,7,Web,2,2798.64,0.0,5597.28,Transferencia,Cliente o Producto Inexistente
54202,2023-02-27,999999.0,202007.0,14,WhatsApp,7,7246.25,2536.19,48187.56,Transferencia,Cliente o Producto Inexistente
54203,2022-01-10,999999.0,203578.0,8,WhatsApp,1,606.15,30.31,575.84,Transferencia,Cliente o Producto Inexistente
54205,2024-01-03,26432.0,999999.0,1,WhatsApp,8,8134.07,0.0,65072.56,Transferencia,Cliente o Producto Inexistente
54206,2026-03-20,777777.0,201290.0,17,WhatsApp,6,9938.32,5962.99,53666.93,Tarjeta,Cliente o Producto Inexistente
54223,2022-10-13,777777.0,203751.0,1,WhatsApp,5,9258.71,2314.68,43978.87,Efectivo,Cliente o Producto Inexistente
54229,2021-01-09,24598.0,,7,Tienda,8,6770.83,0.0,54166.64,Tarjeta,Cliente o Producto Inexistente
54258,2024-10-01,21197.0,999999.0,4,Web,1,7182.81,1077.42,6105.39,Tarjeta,Cliente o Producto Inexistente
54282,2023-01-04,1265.0,,9,WhatsApp,3,2323.75,209.14,6762.11,Transferencia,Cliente o Producto Inexistente
54284,2023-03-07,18858.0,999999.0,17,WhatsApp,8,1045.54,0.0,8364.32,Tarjeta,Cliente o Producto Inexistente
54288,2022-03-28,6135.0,999999.0,19,Web,3,792.99,118.95,2260.02,Transferencia,Cliente o Producto Inexistente
54303,2022-12-03,,201008.0,4,Tienda,1,5357.52,0.0,5357.52,Efectivo,Cliente o Producto Inexistente
54307,2023-07-24,,201600.0,17,Tienda,6,6444.78,5800.3,32868.38,Efectivo,Cliente o Producto Inexistente
54335,2021-02-17,,203585.0,20,WhatsApp,3,4709.31,2119.19,12008.74,Tarjeta,Cliente o Producto Inexistente
54362,2021-02-28,999999.0,202607.0,10,Web,8,6965.87,5572.7,50154.26,Transferencia,Cliente o Producto Inexistente
54378,2022-06-23,777777.0,200584.0,10,WhatsApp,1,9318.03,1397.7,7920.33,Tarjeta,Cliente o Producto Inexistente
54446,2024-01-09,13068.0,999999.0,5,WhatsApp,3,2328.87,209.6,6777.01,Efectivo,Cliente o Producto Inexistente
54460,2025-03-03,6511.0,,16,WhatsApp,6,4467.86,2680.72,24126.44,Transferencia,Cliente o Producto Inexistente
54465,2023-12-18,,202277.0,20,Tienda,8,2145.48,1716.38,15447.46,Efectivo,Cliente o Producto Inexistente
54516,2023-02-01,21647.0,999999.0,3,Tienda,8,4749.77,1139.94,44407.46,Efectivo,Cliente o Producto Inexistente
54517,2024-04-17,18980.0,,5,WhatsApp,5,2603.16,1301.58,11714.22,Tarjeta,Cliente o Producto Inexistente
54611,2023-02-05,,203225.0,19,Tienda,3,9300.37,837.03,27064.08,Efectivo,Cliente o Producto Inexistente
54663,2024-10-03,26294.0,888888.0,14,Web,7,629.33,220.27,4185.04,Tarjeta,Cliente o Producto Inexistente
54668,2021-03-03,777777.0,202364.0,18,WhatsApp,3,5838.14,2627.16,14887.26,Tarjeta Crédito,Cliente o Producto Inexistente
54691,2024-06-20,13597.0,,17,Tienda,8,9349.04,0.0,74792.32,Credito,Cliente o Producto Inexistente
54699,2022-01-12,777777.0,200018.0,13,WhatsApp,3,4525.09,678.76,12896.51,Transf.,Cliente o Producto Inexistente
54704,2025-01-31,4757.0,999999.0,12,WhatsApp,4,4208.83,0.0,16835.32,Efectivo,Cliente o Producto Inexistente
54721,2023-06-12,999999.0,203630.0,1,WhatsApp,6,1092.29,655.37,5898.37,Tarjeta,Cliente o Producto Inexistente
54742,,,201701.0,12,Web,1,11665.61,583.28,11082.33,Transferencia,Cliente o Producto Inexistente
54876,2024-05-18,,200836.0,17,Tienda,7,1748.54,1223.98,11015.8,Transferencia,Cliente o Producto Inexistente
54903,2026-01-15,,202674.0,11,Web,1,7716.33,0.0,7716.33,Tarjeta,Cliente o Producto Inexistente
54914,2025-07-16,9303.0,888888.0,6,WhatsApp,8,5740.45,0.0,45923.6,Transferencia,Cliente o Producto Inexistente
54917,2024-12-21,23729.0,,7,Tienda,8,5962.97,0.0,47703.76,Tarjeta,Cliente o Producto Inexistente
54928,2024-07-06,21187.0,,9, Web ,2,3371.64,674.33,6068.95,Efectivo,Cliente o Producto Inexistente
54929,2022-08-29,17755.0,,8,Web,3,3197.26,479.59,9112.19,transferencia,Cliente o Producto Inexistente
54992,2022-12-12,19831.0,888888.0,13,Tienda,6,9822.64,8840.38,50095.46,Efectivo,Cliente o Producto Inexistente
55004,2023-01-27,,202223.0,3,Tienda,1,10155.54,304.67,9850.87, Tarjeta ,Cliente o Producto Inexistente
55007,2024-01-03,999999.0,200218.0,5,Tienda,4,3850.73,2310.44,13092.48,Tarjeta,Cliente o Producto Inexistente
55036,2023-01-12,,200139.0,7,WhatsApp,6,4221.27,0.0,25327.62,Tarjeta,Cliente o Producto Inexistente
55038,2023-08-07,22710.0,,6,Web,6,6427.95,1928.38,36639.32,Transferencia,Cliente o Producto Inexistente
55068,2022-09-30,777777.0,202709.0,16,Web,3,11575.55,3472.66,31253.99,Transferencia,Cliente o Producto Inexistente
55148,2025-12-18,8680.0,888888.0,1,Tienda Física,2,6307.21,378.43,12235.99,Tarjeta,Cliente o Producto Inexistente
55159,2026-01-07,,200611.0,17,Tienda,2,2605.37,156.32,5054.42,Efectivo,Cliente o Producto Inexistente
55170,2021-12-05,777777.0,200771.0,20,Web,7,3167.07,1108.47,21061.02,Transferencia,Cliente o Producto Inexistente
55183,2025-12-17,22247.0,999999.0,14,Tienda,5,7541.39,1885.35,35821.6,Efectivo,Cliente o Producto Inexistente
55187,2025-03-25,13927.0,,17,Web,5,2928.93,0.0,14644.65,  cash  ,Cliente o Producto Inexistente
55211,2021-05-10,,200682.0,18,Web,5,7782.89,1167.43,37747.02,Efectivo,Cliente o Producto Inexistente
55239,2024-04-01,14322.0,,18,Web,3,2200.65,990.29,5611.66,Transferencia,Cliente o Producto Inexistente
55245,2025-08-11,,202335.0,5,Tienda,6,5829.26,5246.33,29729.23,Tarjeta,Cliente o Producto Inexistente
55275,2023-11-23,,202763.0,11,WhatsApp,4,6527.49,1305.5,24804.46,Efectivo,Cliente o Producto Inexistente
55352,2024-07-16,23607.0,,11,WhatsApp,4,2792.86,1117.14,10054.3,Efectivo,Cliente o Producto Inexistente
55382,2022-12-20,19900.0,,3,Tienda,4,7325.7,2930.28,26372.52,Transferencia,Cliente o Producto Inexistente
55383,2023-11-11,999999.0,200331.0,13,Tienda,2,9357.18,1871.44,16842.92,Efectivo,Cliente o Producto Inexistente
55387,2025-08-11,28568.0,999999.0,3,Tienda,8,2089.01,2506.81,14205.27,Tarjeta,Cliente o Producto Inexistente
55400,2023-04-22,21733.0,,6,Web,1,8134.07,813.41,7320.66,Transferencia,Cliente o Producto Inexistente
55430,2023-01-05,13384.0,,19,WEB,7,4395.48,4615.25,26153.11,Transferencia,Cliente o Producto Inexistente
55450,2025-12-24,25253.0,,12,WhatsApp,1,4067.64,610.15,3457.49,Efectivo,Cliente o Producto Inexistente
