producto_id,nombre_producto,categoria,subcategoria,marca,costo_unitario,precio_lista,proveedor_id
200816,CABLEADO DELL MODELO 583,REDES,CABLEADO,DELL,661.36,1059.05,9047
200817,AUDIFONOS LOGITECH MODELO 224,ACCESORIOS,AUDIFONOS,LOGITECH,1418.13,2231.82,9099
200818,BIOMETRICOS CLICKIT MODELO 696,SEGURIDAD,BIOMETRICOS,CLICKIT,4816.41,7220.71,9073
200819,CURVOS NETPRO MODELO 501,MONITORES,CURVOS,NETPRO,5871.02,7293.59,9072
200820,CABLEADO LENOVO MODELO 169,REDES,CABLEADO,LENOVO,2957.06,3592.82,9010
200821,BIOMETRICOS LOGITECH MODELO 294,SEGURIDAD,BIOMETRICOS,LOGITECH,3482.13,5522.86,9087
200822,MOUSE DELL MODELO 974,ACCESORIOS,MOUSE,DELL,6158.3,7615.19,9011
200823,ALL IN ONE VISIONX MODELO 564,COMPUTO,ALL IN ONE,VISIONX,3944.11,6724.83,9048
200824,TECLADOS CLICKIT MODELO 827,ACCESORIOS,TECLADOS,CLICKIT,4560.15,6957.01,9069
200825,GAMING DELL MODELO 333,MONITORES,GAMING,DELL,6015.38,9577.49,9086
200826,GAMING SECUREID MODELO 895,MONITORES,GAMING,SECUREID,4392.9,6572.64,9033
200827,CURVOS SECUREID MODELO 718,MONITORES,CURVOS,SECUREID,1840.76,3138.81,9022
200828,IMPRESORAS TECHONE MODELO 277,IMPRESION,IMPRESORAS,TECHONE,4911.8,7157.48,9043
200829,DESKTOP DELL MODELO 859,COMPUTO,DESKTOP,DELL,1927.81,2928.93,9063
200830,ALL IN ONE TECHONE MODELO 834,COMPUTO,ALL IN ONE,TECHONE,2993.93,3959.86,9070
200831,SWITCHES HP MODELO 115,REDES,SWITCHES,HP,513.69,664.46,9053
200832,BIOMETRICOS LOGITECH MODELO 663,SEGURIDAD,BIOMETRICOS,LOGITECH,417.17,596.72,9095
200833,IMPRESORAS SECUREID MODELO 828,IMPRESION,IMPRESORAS,SECUREID,2631.79,3410.64,9024
200834,LAPTOPS LOGITECH MODELO 625,COMPUTO,LAPTOPS,LOGITECH,1266.17,2179.43,9087
200835,BIOMETRICOS SECUREID MODELO 268,SEGURIDAD,BIOMETRICOS,SECUREID,5023.29,7262.5,9074
200836,ROUTERS HP MODELO 946,REDES,ROUTERS,HP,1284.19,1748.54,9022
200837,TONER SECUREID MODELO 328,IMPRESION,TONER,SECUREID,2476.01,3130.49,9089
200838,TONER LENOVO MODELO 122,IMPRESION,TONER,LENOVO,5008.06,7820.09,9050
200839,TONER TECHONE MODELO 265,IMPRESION,TONER,TECHONE,4238.28,7115.34,9039
200840,LAPTOPS LOGITECH MODELO 276,COMPUTO,LAPTOPS,LOGITECH,3018.58,3526.7,9092
200841,IMPRESORAS LENOVO MODELO 873,IMPRESION,IMPRESORAS,LENOVO,281.51,425.53,9084
200842,BIOMETRICOS DELL MODELO 264,SEGURIDAD,BIOMETRICOS,DELL,2141.36,3538.23,9045
200843,LAPTOPS SECUREID MODELO 271,COMPUTO,LAPTOPS,SECUREID,4256.47,7396.56,9006
200844,MOUSE LOGITECH MODELO 357,ACCESORIOS,MOUSE,LOGITECH,2896.06,3946.91,9060
200845,ALARMAS SECUREID MODELO 217,SEGURIDAD,ALARMAS,SECUREID,2356.72,3338.47,9031
200846,BIOMETRICOS HP MODELO 455,DESCONOCIDO,BIOMETRICOS,HP,4019.35,6396.23,9023
200847,ROUTERS CLICKI MODELO 946,REDES,ROUTERS,CLICKI,5841.25,9092.17,9003
200848,ALARMAS TECHONE MODELO 377,SEGURIDAD,ALARMAS,TECHONE,5691.69,9423.33,9078
200849,CURVOS LENOVO MODELO 954,MONITORES,CURVOS,LENOVO,3718.74,5920.7,9042
200850,CAMARAS TECHONE MODELO 136,SEGURIDAD,CAMARAS,TECHONE,6059.18,7144.5,9026
200851,ALL IN ONE SECUREID MODELO 214,COMPUTO,ALL IN ONE,SECUREID,3798.21,5291.36,9068
200852,LAPTOPS CLICKIT MODELO 690,COMPUTO,LAPTOPS,CLICKIT,4958.16,6268.71,9050
200853,IMPRESORAS LOGITECH MODELO 249,IMPRESION,IMPRESORAS,LOGITECH,3022.03,3971.67,9087
200854,CURVOS LENOVO MODELO 192,MONITORES,CURVOS,LENOVO,4013.58,1928.78,9012
200855,ALARMAS LOGITECH MODELO 648,SEGURIDAD,ALARMAS,LOGITECH,1018.8,1328.41,9097
200856,BIOMETRICOS LOGITECH MODELO 968,SEGURIDAD,BIOMETRICOS,LOGITECH,343.99,399.71,9030
200857,CURVOS HP MODELO 962,MONITORES,CURVOS,HP,2439.47,3213.9,9052
200858,MOUSE DELL MODELO 857,ACCESORIOS,MOUSE,DELL,6914.22,11797.69,9042
200859,AUDIFONOS LENOVO MODELO 605,ACCESORIOS,AUDIFONOS,LENOVO,6352.56,8087.07,9091
200860,LED DELL MODELO 419,MONITORES,LED,DELL,6972.17,10626.53,9068
200861,LAPTOPS SECUREID MODELO 651,COMPUTO,LAPTOPS,SECUREID,6632.57,10803.39,9004
200862,LAPTOPS TECHONE MODELO 322,COMPUTO,LAPTOPS,TECHONE,4203.73,6637.55,9095
200863,LED VISIONX MODELO 885,MONITORES,LED,VISIONX,6177.19,7910.94,9041
200864,GAMING SECUREID MODELO 952,MONITORES,GAMING,SECUREID,2833.27,4810.19,9032
200865,AUDIFONOS NETPRO MODELO 507,ACCESORIOS,AUDIFONOS,NETPRO,2732.67,3208.62,9051
200866,LAPTOPS LOGITECH MODELO 807,COMPUTO,LAPTOPS,LOGITECH,6859.13,11630.52,9014
200867,GAMING CLICKIT MODELO 936,MONITORES,GAMING,CLICKIT,1110.64,1549.75,9036
200868,MOUSE SECUREID MODELO 465,ACCESORIOS,MOUSE,SECUREID,4855.76,6734.54,9046
200869,ROUTERS TECHONE MODELO 291,REDES,ROUTERS,TECHONE,2678.39,4676.99,9025
200870,MOUSE DELL MODELO 112,ACCESORIOS,MOUSE,DELL,3726.34,5047.0,9084
200871,TINTA TECHONE MODELO 992,IMPRESION,TINTA,TECHONE,6307.77,8060.04,9066
200872,IMPRESORAS PRINTMAX MODELO 897,IMPRESION,IMPRESORAS,PRINTMAX,1586.39,2171.49,9083
200873,CAMARAS DELL MODELO 313,SEGURIDAD,CAMARAS,DELL,2550.31,3746.47,9089
200874,CABLEADO NETPRO MODELO 622,REDES,CABLEADO,NETPRO,257.43,0.0,9060
200875,GAMING VISIONX MODELO 480,MONITORES,GAMING,VISIONX,1838.42,2624.53,9030
200876,ROUTERS NETPRO MODELO 268,REDES,ROUTERS,NETPRO,4683.68,6065.46,9007
200877,TINTA LOGITECH MODELO 102,IMPRESION,TINTA,LOGITECH,4447.08,6008.8,9013
200878,TINTA CLICKIT MODELO 714,IMPRESION,TINTA,CLICKIT,349.74,498.02,9030
200879,CABLEADO CLICKIT MODELO 518,DESCONOCIDO,CABLEADO,CLICKIT,4095.6,5151.1,9079
200880,CAMARAS DELL MODELO 578,SEGURIDAD,CAMARAS,DELL,127.63,152.83,9078
200881,ALARMAS TECHONE MODELO 627,SEGURIDAD,ALARMAS,TECHONE,4187.69,5447.01,9023
200882,CABLEADO CLICKIT MODELO 911,REDES,CABLEADO,CLICKIT,2262.39,3660.11,9062
200883,TONER CLICKIT MODELO 753,IMPRESION,TONER,CLICKIT,3573.7,4927.52,9095
200884,BIOMETRICOS VISIONX MODELO 462,SEGURIDAD,BIOMETRICOS,VISIONX,5528.34,8006.7,9009
200885,WEBCAM TECHONE MODELO 786,ACCESORIOS,WEBCAM,TECHONE,2574.89,3484.82,9047
200886,LED DELL MODELO 974,MONITORES,LED,DELL,2507.05,3007.89,9069
200887,TINTA LENOVO MODELO 711,IMPRESION,TINTA,LENOVO,3213.02,5386.91,9039
200888,SWITCHES DELL MODELO 720,REDES,SWITCHES,DELL,6060.62,7885.2,9066
200889,SWITCHES HP MODELO 486,REDES,SWITCHES,HP,1761.27,3014.57,9075
200890,WEBCAM VISIONX MODELO 114,ACCESORIOS,WEBCAM,VISIONX,443.92,769.15,9032
200891,BIOMETRICOS SECUREID MODELO 868,SEGURIDAD,BIOMETRICOS,SECUREID,1896.98,2653.26,9012
200892,DESKTOP LOGITECH MODELO 197,COMPUTO,DESKTOP,LOGITECH,2354.48,3456.64,9029
200893,CURVOS CLICKIT MODELO 810,MONITORES,CURVOS,CLICKIT,1732.17,2691.83,9043
200894,TONER PRINTMAX MODELO 199,IMPRESION,TONER,PRINTMAX,1036.89,1708.45,9086
200895,CURVOS LOGITECH MODELO 611,MONITORES,CURVOS,LOGITECH,112.81,145.85,9019
200896,TONER CLICKIT MODELO 755,IMPRESION,TONER,CLICKIT,2709.35,3404.15,9014
200897,ROUTERS LOGITECH MODELO 964,REDES,ROUTERS,LOGITECH,578.29,817.17,9097
200898,CAMARAS CLICKIT MODELO 967,SEGURIDAD,CAMARAS,CLICKIT,2896.29,3511.15,9017
200899,LED LOGITECH MODELO 422,MONITORES,LED,LOGITECH,4375.27,7297.99,9080
200900,BIOMETRICOS LOGITECH MODELO 377,SEGURIDAD,BIOMETRICOS,LOGITECH,6318.13,9835.42,9075
200901,TINTA CLICKIT MODELO 292,IMPRESION,TINTA,CLICKIT,3936.06,5825.23,9092
200902,LAPTOPS NETPRO MODELO 122,COMPUTO,LAPTOPS,NETPRO,3077.36,4298.4,9004
200903,BIOMETRICOS CLICKIT MODELO 680,SEGURIDAD,BIOMETRICOS,CLICKIT,6964.89,8917.64,9042
200904,TECLADOS PRINTMAX MODELO 490,ACCESORIOS,TECLADOS,PRINTMAX,5293.7,6245.99,9099
200905,LED CLICKIT MODELO 705,MONITORES,LED,CLICKIT,3473.98,4245.85,9089
200906,IMPRESORAS PRINTMAX MODELO 956,IMPRESION,IMPRESORAS,PRINTMAX,2412.89,4021.83,9039
200907,LED DELL MODELO 454,MONITORES,LED,DELL,4572.53,7541.39,9073
200908,TINTA LOGITECH MODELO 652,IMPRESION,TINTA,LOGITECH,5966.85,7352.04,9065
200909,MOUSE NETPRO MODELO 113,ACCESORIOS,MOUSE,NETPRO,6337.11,8555.32,9072
200910,ROUTERS VISIONX MODELO 591,REDES,ROUTERS,VISIONX,3147.53,4442.99,9026
200911,CURVOS SECUREID MODELO 802,MONITORES,CURVOS,SECUREID,4691.37,5923.47,9093
200912,IMPRESORAS DELL MODELO 207,IMPRESION,IMPRESORAS,DELL,5820.14,7778.26,9064
200913,LED LENOVO MODELO 463,MONITORES,LED,LENOVO,979.93,1401.01,9077
200914,AUDIFONOS LENOVO MODELO 910,ACCESORIOS,AUDIFONOS,LENOVO,1537.86,1950.54,9028
200915,MOUSE PRINTMAX MODELO 390,DESCONOCIDO,MOUSE,PRINTMAX,6656.45,10330.5,9032
200916,TONER PRINTMAX MODELO 686,IMPRESION,TONER,PRINTMAX,762.76,315.87,9078
200917,LAPTOPS NETPRO MODELO 479,COMPUTO,LAPTOPS,NETPRO,6513.98,7921.18,9081
200918,CABLEADO DELL MODELO 593,REDES,CABLEADO,DELL,157.94,223.56,9085
200919,TONER PRINTMAX MODELO 251,IMPRESION,TONER,PRINTMAX,5462.6,8094.7,9003
200920,TINTA SECUREID MODELO 241,IMPRESION,TINTA,SECUREID,6864.0,11582.64,9013
200921,TINTA SECUREID MODELO 612,IMPRESION,TINTA,SECUREID,3926.55,5686.62,9094
200922,SWITCHES CLICKIT MODELO 949,REDES,SWITCHES,CLICKIT,4021.41,5682.42,9012
200923,LAPTOPS NETPRO MODELO 985,COMPUTO,LAPTOPS,NETPRO,2066.19,3586.8,9096
200924,WEBCAM SECUREID MODELO 466,DESCONOCIDO,WEBCAM,SECUREID,996.53,1570.83,9043
200925,LAPTOPS HP MODELO 804,COMPUTO,LAPTOPS,HP,6969.69,8794.31,9063
200926,ALL IN ONE LOGITECH MODELO 666,COMPUTO,ALL IN ONE,LOGITECH,5736.61,8968.84,9081
200927,IMPRESORAS PRINTMAX MODELO 258,IMPRESION,IMPRESORAS,DESCONOCIDO,5004.95,8040.66,9068
200928,IMPRESORAS HP MODELO 986,IMPRESION,IMPRESORAS,HP,4473.97,5649.67,9007
200929,GAMING SECUREID MODELO 347,MONITORES,GAMING,SECUREID,1253.84,2042.0,9016
200930,GAMING CLICKIT MODELO 745,MONITORES,GAMING,CLICKIT,501.41,583.86,9008
200931,SWITCHES HP MODELO 179,REDES,SWITCHES,HP,357.46,591.94,9009
200932,GAMING VISIONX MODELO 140,MONITORES,GAMING,VISIONX,6175.54,8165.08,9045
200933,AUDIFONOS LENOVO MODELO 738,ACCESORIOS,AUDIFONOS,LENOVO,5636.24,6709.21,9057
200934,CABLEADO PRINTMAX MODELO 661,REDES,CABLEADO,PRINTMAX,4888.83,6105.49,9071
200935,SWITCHES DELL MODELO 128,REDES,SWITCHES,DELL,2241.69,3004.07,9070
200936,WEBCAM LOGITECH MODELO 256,ACCESORIOS,WEBCAM,LOGITECH,1552.45,2640.63,9096
200937,MOUSE SECUREID MODELO 730,ACCESORIOS,MOUSE,SECUREID,3917.54,5031.91,9007
200938,DESKTOP LENOVO MODELO 574,COMPUTO,DESKTOP,LENOVO,3250.1,4884.32,9089
200939,LAPTOPS LOGITECH MODELO 980,COMPUTO,LAPTOPS,LOGITECH,397.32,623.76,9076
200940,BIOMETRICOS NETPRO MODELO 929,SEGURIDAD,BIOMETRICOS,NETPRO,402.23,669.12,9086
200941,DESKTOP VISIONX MODELO 714,COMPUTO,DESKTOP,VISIONX,2377.4,3523.19,9008
200942,AUDIFONOS PRINTMAX MODELO 790,ACCESORIOS,AUDIFONOS,PRINTMAX,6889.54,11575.26,9076
200943,CAMARAS NETPRO MODELO 358,SEGURIDAD,CAMARAS,NETPRO,4532.59,6412.6,9035
200944,ROUTERS LENOVO MODELO 256,REDES,ROUTERS,LENOVO,4340.64,6249.1,9053
200945,TECLADOS CLICKIT MODELO 467,ACCESORIOS,TECLADOS,CLICKIT,3921.26,5395.96,9049
200946,TONER LENOVO MODELO 932,IMPRESION,TONER,LENOVO,719.27,932.14,9078
200947,GAMING LENOVO MODELO 409,MONITORES,GAMING,LENOVO,6968.68,10551.54,9088
200948,BIOMETRICOS SECUREID MODELO 436,SEGURIDAD,BIOMETRICOS,SECUREID,5124.49,5973.43,9083
200949,WEBCAM NETPRO MODELO 752,ACCESORIOS,WEBCAM,NETPRO,5812.27,8925.52,9033
200950,LAPTOPS SECUREID MODELO 881,COMPUTO,LAPTOPS,SECUREID,4750.87,5503.71,9079
200951,ALARMAS CLICKIT MODELO 415,SEGURIDAD,ALARMAS,CLICKIT,6116.98,7540.95,9065
200952,BIOMETRICOS CLICKIT MODELO 674,SEGURIDAD,BIOMETRICOS,CLICKIT,3664.7,6165.7,9033
200953,IMPRESORAS CLICKIT MODELO 540,IMPRESION,IMPRESORAS,CLICKIT,565.3,984.77,9007
200954,LED DELL MODELO 707,MONITORES,LED,DELL,1012.04,1418.52,9072
200955,TONER LENOVO MODELO 893,IMPRESION,SIN DATO,LENOVO,2801.36,4027.59,9013
200956,SWITCHES VISIONX MODELO 939,REDES,SWITCHES,VISIONX,4068.82,6243.07,9097
200957,TECLADOS LENOVO MODELO 715,ACCESORIOS,TECLADOS,LENOVO,837.93,1004.02,9094
200958,SWITCHES TECHONE MODELO 926,REDES,SWITCHES,DESCONOCIDO,3038.1,4815.52,9088
200959,ALARMAS LENOVO MODELO 811,SEGURIDAD,ALARMAS,LENOVO,6321.72,11040.85,9011
200960,GAMING SECUREID MODELO 251,MONITORES,SIN DATO,SECUREID,1338.49,1674.17,9001
200961,MOUSE SECUREID MODELO 704,ACCESORIOS,MOUSE,SECUREID,5224.17,6769.67,9013
200962,WEBCAM HP MODELO 107,ACCESORIOS,WEBCAM,HP,6874.98,10154.19,9026
200963,CABLEADO LOGITECH MODELO 909,REDES,CABLEADO,LOGITECH,2643.46,3156.3,9100
200964,TINTA NETPRO MODELO 232,IMPRESION,TINTA,NETPRO,6604.54,8910.83,9058
200965,WEBCAM HP MODELO 760,ACCESORIOS,WEBCAM,HP,4543.53,7157.73,9080
200966,TONER TECHONE MODELO 976,IMPRESION,TONER,TECHONE,1905.23,2437.43,9021
200967,CAMARAS TECHONE MODELO 946,SEGURIDAD,CAMARAS,TECHONE,6193.04,7535.13,9075
200968,ALL IN ONE DELL MODELO 544,COMPUTO,ALL IN ONE,DELL,5536.63,9214.0,9008
200969,CURVOS SECUREID MODELO 446,MONITORES,CURVOS,SECUREID,5211.9,7947.09,9041
200970,ROUTERS LOGITECH MODELO 786,REDES,ROUTERS,LOGITECH,143.07,172.71,9083
200971,AUDIFONOS PRINTMAX MODELO 619,ACCESORIOS,AUDIFONOS,PRINTMAX,3736.11,6084.32,9074
200972,CABLEADO VISIONX MODELO 524,REDES,CABLEADO,VISIONX,51.99,86.4,9094
200973,LED HP MODELO 141,MONITORES,LED,HP,4002.87,6893.76,9044
200974,TONER DELL MODELO 399,IMPRESION,TONER,DESCONOCIDO,6079.01,7568.81,9054
200975,CABLEADO LENOVO MODELO 328,REDES,CABLEADO,LENOVO,6913.5,8874.5,9061
200976,IMPRESORAS DELL MODELO 200,IMPRESION,IMPRESORAS,DELL,1431.06,1850.13,9002
200977,BIOMETRICOS HP MODELO 809,SEGURIDAD,BIOMETRICOS,HP,5312.68,8561.56,9012
200978,TECLADOS VISIONX MODELO 958,ACCESORIOS,TECLADOS,VISIONX,5928.29,8231.34,9089
200979,DESKTOP CLICKIT MODELO 357,COMPUTO,DESKTOP,CLICKIT,1580.12,2126.29,9058
200980,MOUSE TECHONE MODELO 437,ACCESORIOS,MOUSE,TECHONE,5216.86,7617.4,9083
200981,CABLEADO HP MODELO 753,REDES,CABLEADO,HP,4579.05,6767.31,9051
200982,BIOMETRICOS VISIONX MODELO 265,SEGURIDAD,BIOMETRICOS,VISIONX,3304.4,4987.09,9055
200983,LAPTOPS SECUREID MODELO 719,COMPUTO,LAPTOPS,SECUREID,4510.19,6948.05,9061
200984,SWITCHES CLICKIT MODELO 811,DESCONOCIDO,SWITCHES,CLICKIT,6513.4,10476.06,9031
200985,CURVOS PRINTMAX MODELO 254,MONITORES,CURVOS,PRINTMAX,5967.78,5545.87,9075
200986,BIOMETRICOS LOGITECH MODELO 596,SEGURIDAD,BIOMETRICOS,LOGITECH,926.89,1575.3,9099
200987,CURVOS HP MODELO 779,MONITORES,CURVOS,HP,1023.9,1559.68,9061
200988,ALL IN ONE NETPRO MODELO 216,COMPUTO,ALL IN ONE,NETPRO,656.57,1087.62,9014
200989,ROUTERS PRINTMAX MODELO 801,REDES,ROUTERS,PRINTMAX,1745.38,2656.91,9045
200990,ALL IN ONE TECHONE MODELO 131,COMPUTO,ALL IN ONE,TECHONE,1847.25,2784.5,9061
200991,CURVOS LOGITECH MODELO 251,MONITORES,CURVOS,LOGITECH,5128.1,6861.49,9011
200992,BIOMETRICOS LOGITECH MODELO 150,SEGURIDAD,BIOMETRICOS,LOGITECH,3407.54,4273.98,9052
200993,CAMARAS VISIONX MODELO 533,SEGURIDAD,CAMARAS,VISIONX,2282.67,3799.75,9067
200994,ALL IN ONE HP MODELO 637,COMPUTO,ALL IN ONE,HP,5730.5,6751.74,9018
200995,CURVOS DELL MODELO 591,MONITORES,CURVOS,DELL,5490.5,6945.68,9032
200996,BIOMETRICOS PRINTMAX MODELO 328,SEGURIDAD,BIOMETRICOS,PRINTMAX,5146.86,6124.21,9006
200997,DESKTOP VISIONX MODELO 144,COMPUTO,DESKTOP,VISIONX,2156.7,3721.45,9086
200998,BIOMETRICOS SECUREID MODELO 779,SEGURIDAD,BIOMETRICOS,SECUREID,6363.91,8958.24,9036
200999,ALL IN ONE LOGITECH MODELO 209,COMPUTO,ALL IN ONE,LOGITECH,4486.42,5163.66,9016
201000,GAMING LENOVO MODELO 342,MONITORES,GAMING,LENOVO,1741.7,2071.34,9078
201001,ROUTERS NETPRO MODELO 880,REDES,ROUTERS,NETPRO,2004.07,2677.04,9075
201002,CURVOS DELL MODELO 785,MONITORES,CURVOS,DELL,4155.01,5212.58,9041
201003,CURVOS TECHONE MODELO 249,MONITORES,CURVOS,TECHONE,5055.43,7794.62,9029
201004,ROUTERS NETPRO MODELO 141,REDES,ROUTERS,NETPRO,4525.0,7399.99,9024
201005,IMPRESORAS VISIONX MODELO 843,IMPRESION,IMPRESORAS,VISIONX,6542.75,11012.84,9084
201006,IMPRESORAS LOGITECH MODELO 807,IMPRESION,IMPRESORAS,LOGITECH,4086.61,5070.56,9032
201007,ROUTERS NETPRO MODELO 840,REDES,ROUTERS,NETPRO,3293.35,4546.81,9095
201008,SWITCHES NETPRO MODELO 833,REDES,SWITCHES,NETPRO,3256.58,5357.52,9078
201009,CURVOS SECUREID MODELO 372,MONITORES,CURVOS,SECUREID,2677.86,3668.82,9008
201010,ROUTERS TECHONE MODELO 135,REDES,ROUTERS,TECHONE,1375.26,1946.32,9096
201011,SWITCHES LOGITECH MODELO 498,REDES,SWITCHES,LOGITECH,3006.31,3872.77,9006
201012,MOUSE LOGITECH MODELO 469,ACCESORIOS,MOUSE,LOGITECH,6376.05,8292.96,9058
201013,TINTA VISIONX MODELO 142,IMPRESION,TINTA,VISIONX,693.47,1017.62,9049
201014,GAMING LOGITECH MODELO 625,MONITORES,GAMING,LOGITECH,5079.19,8724.51,9054
201015,SWITCHES DELL MODELO 925,REDES,SWITCHES,DELL,6665.16,8209.82,9020
201016,TINTA VISIONX MODELO 132,IMPRESION,TINTA,VISIONX,478.32,620.19,9080
201017,BIOMETRICOS CLICKIT MODELO 625,SEGURIDAD,BIOMETRICOS,CLICKIT,1421.08,2093.73,9021
201018,TECLADOS LOGITECH MODELO 363,ACCESORIOS,TECLADOS,LOGITECH,3598.38,6169.97,9080
201019,BIOMETRICOS TECHONE MODELO 617,SEGURIDAD,BIOMETRICOS,TECHONE,2308.62,2856.69,9051
201020,TINTA PRINTMAX MODELO 801,IMPRESION,TINTA,PRINTMAX,5187.9,7870.46,9093
201021,CAMARAS LOGITECH MODELO 778,SEGURIDAD,CAMARAS,LOGITECH,6599.15,7813.33,9044
201022,MOUSE SECUREID MODELO 654,ACCESORIOS,MOUSE,SECUREID,4255.29,3517.27,9079
201023,ALL IN ONE HP MODELO 176,COMPUTO,ALL IN ONE,HP,3840.67,5887.42,9091
201024,ALL IN ONE CLICKIT MODELO 626,COMPUTO,ALL IN ONE,CLICKIT,2215.97,3098.14,9093
201025,MOUSE SECUREID MODELO 178,ACCESORIOS,MOUSE,SECUREID,1167.16,1544.1,9052
201026,LED HP MODELO 173,MONITORES,LED,HP,3076.2,0.0,9062
201027,SWITCHES SECUREID MODELO 800,REDES,SWITCHES,SECUREID,6316.14,8735.45,9084
201028,TONER LOGITECH MODELO 636,IMPRESION,TONER,LOGITECH,3847.8,5395.91,9093
201029,MOUSE VISIONX MODELO 157,ACCESORIOS,DESCONOCIDO,VISIONX,2766.57,3981.63,9011
201030,TINTA TECHONE MODELO 672,IMPRESION,TINTA,TECHONE,6204.41,10214.07,9078
201031,IMPRESORAS NETPRO MODELO 107,IMPRESION,IMPRESORAS,NETPRO,6611.46,8512.32,9028
201032,ALL IN ONE SECUREID MODELO 320,COMPUTO,ALL IN ONE,SECUREID,4616.36,6603.99,9069
201033,DESKTOP TECHONE MODELO 535,COMPUTO,DESKTOP,TECHONE,2320.12,3744.54,9051
201034,LED SECUREID MODELO 405,MONITORES,LED,SECUREID,3781.61,6397.48,9033
201035,CABLEADO CLICKIT MODELO 120,REDES,CABLEADO,,995.54,1559.0,9013
201036,ALARMAS NETPRO MODELO 807,SEGURIDAD,ALARMAS,NETPRO,207.51,327.01,9086
201037,DESKTOP DELL MODELO 370,COMPUTO,DESKTOP,DELL,5950.52,7827.56,9028
201038,ROUTERS LENOVO MODELO 660,REDES,ROUTERS,DESCONOCIDO,632.64,748.66,9088
201039,IMPRESORAS CLICKIT MODELO 942,IMPRESION,IMPRESORAS,CLICKIT,2355.72,2809.94,9013
201040,DESKTOP LOGITECH MODELO 603,COMPUTO,DESKTOP,LOGITECH,4810.42,6374.49,9090
201041,CABLEADO TECHONE MODELO 875,REDES,CABLEADO,TECHONE,115.46,200.01,9094
201042,CABLEADO PRINTMAX MODELO 318,REDES,CABLEADO,PRINTMAX,2489.66,4198.34,9020
201043,TECLADOS TECHONE MODELO 909,ACCESORIOS,TECLADOS,TECHONE,3333.11,4415.75,9050
201044,TONER HP MODELO 938,IMPRESION,TONER,HP,3465.97,4524.01,9099
201045,GAMING DELL MODELO 701,MONITORES,GAMING,DELL,4157.62,6140.43,9061
201046,IMPRESORAS LOGITECH MODELO 921,IMPRESION,IMPRESORAS,LOGITECH,5534.8,9135.6,9037
201047,ALARMAS VISIONX MODELO 437,SEGURIDAD,ALARMAS,VISIONX,3736.62,5899.03,9038
201048,ALL IN ONE SECUREID MODELO 539,COMPUTO,ALL IN ONE,SECUREID,3246.87,5491.76,9072
201049,ALARMAS LENOVO MODELO 289,SEGURIDAD,ALARMAS,LENOVO,1648.24,2541.51,9082
201050,TECLADOS HP MODELO 314,ACCESORIOS,TECLADOS,HP,6629.7,10682.58,9019
201051,TECLADOS TECHONE MODELO 688,ACCESORIOS,TECLADOS,TECHONE,4044.14,6859.49,9095
201052,GAMING SECUREID MODELO 574,MONITORES,GAMING,SECUREID,6297.36,7688.52,9051
201053,GAMING TECHONE MODELO 860,MONITORES,GAMING,TECHONE,6661.71,8955.66,9063
201054,CURVOS HP MODELO 180,MONITORES,CURVOS,HP,3540.18,4230.04,9019
201055,TECLADOS TECHONE MODELO 969,ACCESORIOS,TECLADOS,TECHONE,829.6,1091.82,9097
201056,BIOMETRICOS TECHONE MODELO 843,SEGURIDAD,BIOMETRICOS,TECHONE,2748.41,4651.26,9100
201057,MOUSE PRINTMAX MODELO 813,ACCESORIOS,MOUSE,PRINTMAX,282.09,485.73,9090
201058,CURVOS VISIONX MODELO 450,MONITORES,CURVOS,VISIONX,1467.32,2372.86,9088
201059,TINTA LOGITECH MODELO 821,IMPRESION,TINTA,LOGITECH,3841.02,5480.36,9054
201060,AUDIFONOS VISIONX MODELO 266,ACCESORIOS,AUDIFONOS,VISIONX,1649.97,2423.81,9022
201061,TINTA PRINTMAX MODELO 331,IMPRESION,TINTA,PRINTMAX,3760.98,6411.25,9091
201062,DESKTOP NETPRO MODELO 662,COMPUTO,DESKTOP,NETPRO,6681.92,8534.92,9006
201063,ALARMAS CLICKIT MODELO 719,SEGURIDAD,ALARMAS,CLICKIT,3586.38,4551.3,9009
201064,SWITCHES LOGITECH MODELO 352,DESCONOCIDO,SWITCHES,LOGITECH,814.42,1081.71,9031
201065,AUDIFONOS TECHONE MODELO 390,ACCESORIOS,AUDIFONOS,TECHONE,1280.16,1547.92,9095
201066,SWITCHES CLICKIT MODELO 217,REDES,SWITCHES,CLICKIT,672.07,858.45,9097
201067,GAMING NETPRO MODELO 108,MONITORES,GAMING,NETPRO,3481.46,4921.38,9066
201068,SWITCHES VISIONX MODELO 422,REDES,SWITCHES,VISIONX,4953.43,6496.33,9056
201069,DESKTOP NETPRO MODELO 194,COMPUTO,DESKTOP,NETPRO,3687.71,4581.78,9048
201070,WEBCAM CLICKIT MODELO 387,ACCESORIOS,WEBCAM,CLICKIT,2770.61,3201.97,9034
201071,CAMARAS VISIONX MODELO 625,SEGURIDAD,CAMARAS,VISIONX,3517.42,0.0,9019
201072,MOUSE CLICKIT MODELO 773,ACCESORIOS,MOUSE,CLICKIT,3289.72,5631.32,9004
201073,CAMARAS NETPRO MODELO 602,SEGURIDAD,CAMARAS,NETPRO,1948.23,2354.51,9094
201074,SWITCHES TECHONE MODELO 670,COMPUTO,SWITCHES,TECHONE,1035.46,1352.83,9073
201075,GAMING NETPRO MODELO 136,MONITORES,GAMING,,139.23,203.7,9061
